12000	请问后卫寨站的最后一班车是什么时候？	成立地点	0
12001	请问后卫寨站的最后一班车是什么时候？	目前状况	0
12002	请问后卫寨站的最后一班车是什么时候？	收录单曲	0
12003	请问后卫寨站的最后一班车是什么时候？	会员人数	0
12004	请问有没有其他出版社出版了东京暗鸦？	其他出版社	1
12005	请问有没有其他出版社出版了东京暗鸦？	制备方法	0
12006	请问有没有其他出版社出版了东京暗鸦？	出场作品	0
12007	请问有没有其他出版社出版了东京暗鸦？	要点	0
12008	请问有没有其他出版社出版了东京暗鸦？	周围景观	0
12009	请问有没有其他出版社出版了东京暗鸦？	服务项目	0
12010	请问草根金融论坛的联系方式是什么？	联络方式	1
12011	请问草根金融论坛的联系方式是什么？	u−b 色指数	0
12012	请问草根金融论坛的联系方式是什么？	上映及发行	0
12013	请问草根金融论坛的联系方式是什么？	生于	0
12014	请问草根金融论坛的联系方式是什么？	指	0
12015	请问草根金融论坛的联系方式是什么？	行政区管辖	0
12016	请问足跟骨刺是否被纳入了医保体系?	是否进入医保	1
12017	请问足跟骨刺是否被纳入了医保体系?	b(厚度)	0
12018	请问足跟骨刺是否被纳入了医保体系?	擅长	0
12019	请问足跟骨刺是否被纳入了医保体系?	院士	0
12020	请问足跟骨刺是否被纳入了医保体系?	昵称	0
12021	请问足跟骨刺是否被纳入了医保体系?	国歌	0
12022	请问西北大学的研究生有多少人？	研究生	1
12023	请问西北大学的研究生有多少人？	打击	0
12024	请问西北大学的研究生有多少人？	绿 化 率	0
12025	请问西北大学的研究生有多少人？	所属文库	0
12026	请问西北大学的研究生有多少人？	繁殖方式	0
12027	请问西北大学的研究生有多少人？	发起	0
12028	请问生地饴糖鸡属于什么食物？	所属类型	1
12029	请问生地饴糖鸡属于什么食物？	副职	0
12030	请问生地饴糖鸡属于什么食物？	资料	0
12031	请问生地饴糖鸡属于什么食物？	最高车速	0
12032	请问生地饴糖鸡属于什么食物？	代码	0
12033	请问生地饴糖鸡属于什么食物？	过世	0
12034	请问哪个公司出版了《忘忧草》啊？	音乐公司	1
12035	请问哪个公司出版了《忘忧草》啊？	建造者	0
12036	请问哪个公司出版了《忘忧草》啊？	经营范围	0
12037	请问哪个公司出版了《忘忧草》啊？	名称由来	0
12038	请问哪个公司出版了《忘忧草》啊？	水箱容量	0
12039	请问哪个公司出版了《忘忧草》啊？	主治	0
12040	请问多花秋海棠属于什么亚组？	亚组	1
12041	请问多花秋海棠属于什么亚组？	注册类型	0
12042	请问多花秋海棠属于什么亚组？	主旨	0
12043	请问多花秋海棠属于什么亚组？	原址	0
12044	请问多花秋海棠属于什么亚组？	所属宗教	0
12045	请问多花秋海棠属于什么亚组？	黑白打印速度	0
12046	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	总经理	1
12047	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	乘客人数	0
12048	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	师傅	0
12049	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	拍摄日期	0
12050	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	画面颜色	0
12051	请问广州恒大淘宝足球俱乐部的总经理是谁啊？	平均水深	0
12052	请问spark乐驰的驱动方式是什么？	驱动方式	1
12053	请问spark乐驰的驱动方式是什么？	版权	0
12054	请问spark乐驰的驱动方式是什么？	书籍作者	0
12055	请问spark乐驰的驱动方式是什么？	作品类别	0
12056	请问spark乐驰的驱动方式是什么？	车牌代码	0
